series,city,station,target_date,event_ticker,market_ticker,ts_utc,minutes_to_close,close_time_utc,strike_type,floor_strike,cap_strike,yes_sub_title,yes_bid,yes_ask,no_bid,no_ask,last,price_mean,yes_bid_low,yes_ask_high,volume,open_interest,has_quote,result,expiration_value,cli_high,recomputed_yes_expval,recomputed_yes_cli,payoff_matches_kalshi,truth_agrees
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-23T15:00:00Z,2279.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.03,0.04,0.96,0.97,0.04,0.0483,0.01,1.0,24.0,24.0,true,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-23T16:00:00Z,2219.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.01,0.02,0.98,0.99,0.02,0.0216,0.01,0.04,124.0,128.0,true,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-23T17:00:00Z,2159.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.01,0.03,0.97,0.99,0.02,0.0126,0.01,0.03,600.79,574.0,true,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-23T18:00:00Z,2099.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.02,0.03,0.97,0.98,0.03,0.0203,0.01,0.03,34.0,582.0,true,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-23T19:00:00Z,2039.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.05,0.06,0.94,0.95,0.06,0.0377,0.02,0.06,672.95,870.74,true,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-23T20:00:00Z,1979.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.02,0.03,0.97,0.98,0.02,0.0494,0.02,0.06,531.02,1298.76,true,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-23T21:00:00Z,1919.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.08,0.1,0.9,0.92,0.1,0.0628,0.02,0.12,422.09,1698.34,true,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-23T22:00:00Z,1859.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.07,0.08,0.92,0.93,0.07,0.0736,0.07,0.1,60.55,1758.89,true,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-23T23:00:00Z,1799.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.02,0.03,0.97,0.98,0.03,0.0561,0.01,0.11,932.92,2238.82,true,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-24T00:00:00Z,1739.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.05,0.06,0.94,0.95,0.06,0.0507,0.02,0.07,143.87,2319.41,true,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-24T01:00:00Z,1679.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.02,0.04,0.96,0.98,0.04,0.036,0.01,0.06,1112.49,3225.85,true,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-24T02:00:00Z,1619.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.03,0.05,0.95,0.97,0.03,0.0593,0.02,0.1,728.22,3806.07,true,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-24T03:00:00Z,1559.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.03,0.05,0.95,0.97,0.04,0.0382,0.02,0.06,529.88,4036.29,true,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-24T04:00:00Z,1499.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.03,0.04,0.96,0.97,0.03,0.0285,0.02,0.05,1697.69,5163.3,true,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-24T05:00:00Z,1439.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.04,0.06,0.94,0.96,0.07,0.0447,0.02,0.08,848.02,5782.49,true,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-24T06:00:00Z,1379.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.02,0.03,0.97,0.98,0.03,0.0401,0.02,0.08,1346.85,6230.94,true,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-24T07:00:00Z,1319.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.02,0.03,0.97,0.98,0.03,0.025,0.02,0.03,392.83,6424.97,true,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-24T08:00:00Z,1259.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.0,0.01,0.99,1.0,0.01,0.0173,0.0,0.04,1405.4,7000.23,false,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-24T09:00:00Z,1199.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.0,0.01,0.99,1.0,0.01,0.01,0.0,0.01,21.04,7021.27,false,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-24T10:00:00Z,1139.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.01,0.02,0.98,0.99,0.01,0.0119,0.0,0.04,756.86,7529.27,true,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-24T11:00:00Z,1079.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.01,0.02,0.98,0.99,0.01,0.01,0.01,0.02,247.09,7529.27,true,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-24T12:00:00Z,1019.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.0,0.01,0.99,1.0,0.01,0.0126,0.0,0.03,1231.51,8248.93,false,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-24T13:00:00Z,959.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.01,0.02,0.98,0.99,0.02,0.0187,0.0,0.03,1324.65,9490.78,true,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-24T14:00:00Z,899.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.0,0.01,0.99,1.0,0.01,0.0117,0.0,0.02,1013.78,10503.56,false,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-24T15:00:00Z,839.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.0,0.01,0.99,1.0,0.01,0.01,0.0,0.01,19.0,10522.56,false,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-24T16:00:00Z,779.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.0,0.01,0.99,1.0,0.01,0.01,0.0,0.01,467.59,10990.15,false,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-24T17:00:00Z,719.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.0,0.01,0.99,1.0,0.01,0.01,0.0,0.01,799.56,11789.71,false,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-24T18:00:00Z,659.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.0,0.01,0.99,1.0,0.01,0.01,0.0,0.01,663.62,12453.33,false,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-24T19:00:00Z,599.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.0,0.01,0.99,1.0,0.01,0.01,0.0,0.01,952.54,12767.87,false,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-24T20:00:00Z,539.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.0,0.01,0.99,1.0,0.01,0.01,0.0,0.01,280.55,13048.42,false,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-24T22:00:00Z,419.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.0,0.01,0.99,1.0,,,0.0,0.01,0.0,13048.42,false,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-24T23:00:00Z,359.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.0,0.01,0.99,1.0,0.01,0.01,0.0,0.01,1088.83,13235.45,false,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-25T00:00:00Z,299.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.0,0.01,0.99,1.0,0.01,0.01,0.0,0.01,1122.22,14357.67,false,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-25T01:00:00Z,239.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.0,0.01,0.99,1.0,0.01,0.01,0.0,0.01,333.0,14690.67,false,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-25T02:00:00Z,179.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.0,0.01,0.99,1.0,,,0.0,0.01,0.0,14690.67,false,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-25T03:00:00Z,119.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.0,0.01,0.99,1.0,0.01,0.01,0.0,0.01,337.54,14877.7,false,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B88.5,2026-06-25T04:00:00Z,59.0,2026-06-25T04:59:00Z,between,88.0,89.0,88° to 89°,0.0,0.01,0.99,1.0,0.01,0.01,0.0,0.01,374.05,15251.75,false,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B90.5,2026-06-23T15:00:00Z,2279.0,2026-06-25T04:59:00Z,between,90.0,91.0,90° to 91°,0.2,0.21,0.79,0.8,0.21,0.252,0.01,1.0,141.35,140.35,true,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B90.5,2026-06-23T16:00:00Z,2219.0,2026-06-25T04:59:00Z,between,90.0,91.0,90° to 91°,0.21,0.23,0.77,0.79,0.21,0.21,0.2,0.23,45.94,186.29,true,no,93.0,93.0,false,false,true,true
KXHIGHMIA,MIA,KMIA,2026-06-24,KXHIGHMIA-26JUN24,KXHIGHMIA-26JUN24-B90.5,2026-06-23T17:00:00Z,2159.0,2026-06-25T04:59:00Z,between,90.0,91.0,90° to 91°,0.22,0.24,0.76,0.78,0.23,0.2297,0.2,0.29,107.08,293.37,true,no,93.0,93.0,false,false,true,true
