series,city,station,target_date,event_ticker,market_ticker,ts_utc,minutes_to_close,close_time_utc,strike_type,floor_strike,cap_strike,yes_sub_title,yes_bid,yes_ask,no_bid,no_ask,last,price_mean,yes_bid_low,yes_ask_high,volume,open_interest,has_quote,result,expiration_value,cli_high,recomputed_yes_expval,recomputed_yes_cli,payoff_matches_kalshi,truth_agrees
KXHIGHCHI,CHI,KMDW,2026-07-06,KXHIGHCHI-26JUL06,KXHIGHCHI-26JUL06-B76.5,2026-07-05T15:00:00Z,2339.0,2026-07-07T05:59:00Z,between,76.0,77.0,76° to 77°,0.23,0.24,0.76,0.77,0.23,0.2527,0.01,1.0,8.8,8.8,true,no,80.0,80.0,false,false,true,true
KXHIGHCHI,CHI,KMDW,2026-07-06,KXHIGHCHI-26JUL06,KXHIGHCHI-26JUL06-B76.5,2026-07-05T16:00:00Z,2279.0,2026-07-07T05:59:00Z,between,76.0,77.0,76° to 77°,0.26,0.3,0.7,0.74,0.27,0.2575,0.23,0.31,12.0,20.8,true,no,80.0,80.0,false,false,true,true
KXHIGHCHI,CHI,KMDW,2026-07-06,KXHIGHCHI-26JUL06,KXHIGHCHI-26JUL06-B76.5,2026-07-05T17:00:00Z,2219.0,2026-07-07T05:59:00Z,between,76.0,77.0,76° to 77°,0.22,0.25,0.75,0.78,0.21,0.25,0.18,0.31,10.0,21.61,true,no,80.0,80.0,false,false,true,true
KXHIGHCHI,CHI,KMDW,2026-07-06,KXHIGHCHI-26JUL06,KXHIGHCHI-26JUL06-B76.5,2026-07-05T18:00:00Z,2159.0,2026-07-07T05:59:00Z,between,76.0,77.0,76° to 77°,0.28,0.34,0.66,0.72,0.32,0.3073,0.21,0.34,322.56,339.36,true,no,80.0,80.0,false,false,true,true
KXHIGHCHI,CHI,KMDW,2026-07-06,KXHIGHCHI-26JUL06,KXHIGHCHI-26JUL06-B76.5,2026-07-05T19:00:00Z,2099.0,2026-07-07T05:59:00Z,between,76.0,77.0,76° to 77°,0.27,0.28,0.72,0.73,0.32,0.3082,0.25,0.34,60.07,399.43,true,no,80.0,80.0,false,false,true,true
KXHIGHCHI,CHI,KMDW,2026-07-06,KXHIGHCHI-26JUL06,KXHIGHCHI-26JUL06-B76.5,2026-07-05T20:00:00Z,2039.0,2026-07-07T05:59:00Z,between,76.0,77.0,76° to 77°,0.28,0.32,0.68,0.72,0.29,0.2991,0.26,0.35,232.84,549.27,true,no,80.0,80.0,false,false,true,true
KXHIGHCHI,CHI,KMDW,2026-07-06,KXHIGHCHI-26JUL06,KXHIGHCHI-26JUL06-B76.5,2026-07-05T21:00:00Z,1979.0,2026-07-07T05:59:00Z,between,76.0,77.0,76° to 77°,0.26,0.27,0.73,0.74,0.26,0.2699,0.26,0.32,35.61,580.04,true,no,80.0,80.0,false,false,true,true
KXHIGHCHI,CHI,KMDW,2026-07-06,KXHIGHCHI-26JUL06,KXHIGHCHI-26JUL06-B76.5,2026-07-05T22:00:00Z,1919.0,2026-07-07T05:59:00Z,between,76.0,77.0,76° to 77°,0.23,0.26,0.74,0.77,0.26,0.2555,0.22,0.29,108.55,650.43,true,no,80.0,80.0,false,false,true,true
KXHIGHCHI,CHI,KMDW,2026-07-06,KXHIGHCHI-26JUL06,KXHIGHCHI-26JUL06-B76.5,2026-07-05T23:00:00Z,1859.0,2026-07-07T05:59:00Z,between,76.0,77.0,76° to 77°,0.25,0.26,0.74,0.75,0.24,0.2399,0.22,0.26,19.56,650.43,true,no,80.0,80.0,false,false,true,true
KXHIGHCHI,CHI,KMDW,2026-07-06,KXHIGHCHI-26JUL06,KXHIGHCHI-26JUL06-B76.5,2026-07-06T00:00:00Z,1799.0,2026-07-07T05:59:00Z,between,76.0,77.0,76° to 77°,0.2,0.21,0.79,0.8,0.2,0.2203,0.2,0.26,49.76,688.75,true,no,80.0,80.0,false,false,true,true
KXHIGHCHI,CHI,KMDW,2026-07-06,KXHIGHCHI-26JUL06,KXHIGHCHI-26JUL06-B76.5,2026-07-06T01:00:00Z,1739.0,2026-07-07T05:59:00Z,between,76.0,77.0,76° to 77°,0.18,0.19,0.81,0.82,0.2,0.1928,0.17,0.22,370.32,952.07,true,no,80.0,80.0,false,false,true,true
KXHIGHCHI,CHI,KMDW,2026-07-06,KXHIGHCHI-26JUL06,KXHIGHCHI-26JUL06-B76.5,2026-07-06T02:00:00Z,1679.0,2026-07-07T05:59:00Z,between,76.0,77.0,76° to 77°,0.18,0.2,0.8,0.82,0.19,0.1953,0.18,0.22,111.24,1060.31,true,no,80.0,80.0,false,false,true,true
KXHIGHCHI,CHI,KMDW,2026-07-06,KXHIGHCHI-26JUL06,KXHIGHCHI-26JUL06-B76.5,2026-07-06T03:00:00Z,1619.0,2026-07-07T05:59:00Z,between,76.0,77.0,76° to 77°,0.18,0.2,0.8,0.82,0.18,0.1999,0.16,0.24,373.36,1321.35,true,no,80.0,80.0,false,false,true,true
KXHIGHCHI,CHI,KMDW,2026-07-06,KXHIGHCHI-26JUL06,KXHIGHCHI-26JUL06-B76.5,2026-07-06T04:00:00Z,1559.0,2026-07-07T05:59:00Z,between,76.0,77.0,76° to 77°,0.13,0.14,0.86,0.87,0.14,0.1309,0.1,0.2,338.91,1533.97,true,no,80.0,80.0,false,false,true,true
