series,city,station,target_date,event_ticker,market_ticker,ts_utc,minutes_to_close,close_time_utc,strike_type,floor_strike,cap_strike,yes_sub_title,yes_bid,yes_ask,no_bid,no_ask,last,price_mean,yes_bid_low,yes_ask_high,volume,open_interest,has_quote,result,expiration_value,cli_high,recomputed_yes_expval,recomputed_yes_cli,payoff_matches_kalshi,truth_agrees
KXHIGHCHI,CHI,KMDW,2026-05-31,KXHIGHCHI-26MAY31,KXHIGHCHI-26MAY31-B74.5,2026-05-30T15:00:00Z,2339.0,2026-06-01T05:59:00Z,between,74.0,75.0,74° to 75°,0.2,0.22,0.78,0.8,0.21,0.2121,0.01,1.0,14.0,14.0,true,yes,74.0,74.0,true,true,true,true
KXHIGHCHI,CHI,KMDW,2026-05-31,KXHIGHCHI-26MAY31,KXHIGHCHI-26MAY31-B74.5,2026-05-30T16:00:00Z,2279.0,2026-06-01T05:59:00Z,between,74.0,75.0,74° to 75°,0.18,0.19,0.81,0.82,0.18,0.19,0.17,0.22,30.0,44.0,true,yes,74.0,74.0,true,true,true,true
KXHIGHCHI,CHI,KMDW,2026-05-31,KXHIGHCHI-26MAY31,KXHIGHCHI-26MAY31-B74.5,2026-05-30T17:00:00Z,2219.0,2026-06-01T05:59:00Z,between,74.0,75.0,74° to 75°,0.21,0.23,0.77,0.79,0.2,0.1905,0.17,0.23,22.0,66.0,true,yes,74.0,74.0,true,true,true,true
KXHIGHCHI,CHI,KMDW,2026-05-31,KXHIGHCHI-26MAY31,KXHIGHCHI-26MAY31-B74.5,2026-05-30T18:00:00Z,2159.0,2026-06-01T05:59:00Z,between,74.0,75.0,74° to 75°,0.24,0.26,0.74,0.76,0.26,0.2487,0.21,0.3,135.0,197.0,true,yes,74.0,74.0,true,true,true,true
KXHIGHCHI,CHI,KMDW,2026-05-31,KXHIGHCHI-26MAY31,KXHIGHCHI-26MAY31-B74.5,2026-05-30T19:00:00Z,2099.0,2026-06-01T05:59:00Z,between,74.0,75.0,74° to 75°,0.26,0.28,0.72,0.74,0.25,0.2443,0.24,0.28,23.0,213.0,true,yes,74.0,74.0,true,true,true,true
KXHIGHCHI,CHI,KMDW,2026-05-31,KXHIGHCHI-26MAY31,KXHIGHCHI-26MAY31-B74.5,2026-05-30T20:00:00Z,2039.0,2026-06-01T05:59:00Z,between,74.0,75.0,74° to 75°,0.29,0.33,0.67,0.71,0.29,0.2816,0.25,0.33,55.08,256.81,true,yes,74.0,74.0,true,true,true,true
KXHIGHCHI,CHI,KMDW,2026-05-31,KXHIGHCHI-26MAY31,KXHIGHCHI-26MAY31-B74.5,2026-05-30T21:00:00Z,1979.0,2026-06-01T05:59:00Z,between,74.0,75.0,74° to 75°,0.29,0.3,0.7,0.71,0.31,0.3081,0.27,0.35,106.32,341.13,true,yes,74.0,74.0,true,true,true,true
KXHIGHCHI,CHI,KMDW,2026-05-31,KXHIGHCHI-26MAY31,KXHIGHCHI-26MAY31-B74.5,2026-05-30T22:00:00Z,1919.0,2026-06-01T05:59:00Z,between,74.0,75.0,74° to 75°,0.31,0.33,0.67,0.69,0.29,0.341,0.29,0.38,573.44,514.14,true,yes,74.0,74.0,true,true,true,true
KXHIGHCHI,CHI,KMDW,2026-05-31,KXHIGHCHI-26MAY31,KXHIGHCHI-26MAY31-B74.5,2026-05-30T23:00:00Z,1859.0,2026-06-01T05:59:00Z,between,74.0,75.0,74° to 75°,0.34,0.35,0.65,0.66,0.34,0.3347,0.3,0.36,112.61,617.29,true,yes,74.0,74.0,true,true,true,true
KXHIGHCHI,CHI,KMDW,2026-05-31,KXHIGHCHI-26MAY31,KXHIGHCHI-26MAY31-B74.5,2026-05-31T00:00:00Z,1799.0,2026-06-01T05:59:00Z,between,74.0,75.0,74° to 75°,0.34,0.36,0.64,0.66,0.35,0.3466,0.29,0.36,44.0,650.29,true,yes,74.0,74.0,true,true,true,true
