Timestamp,Symbol,Price,Type,Status
2026-03-22T23:08:43.097380,BTC-USD (Coinbase),68113.99,MARKET_DATA,REAL
2026-03-22T23:08:43.335966,KXBTC15M-26MAR230015-15 (15m),0.71,MARKET_DATA,REAL
2026-03-22T23:08:43.344235,KXBTC15M-26MAR230015-15,0.72,SIGNAL_BUY,EXECUTED
2026-03-22T23:08:45.077900,KXBTCD-26MAR2301-T68099.99 (1h),0.5,MARKET_DATA,REAL
2026-03-22T23:08:45.134736,KXBTCD-26MAR2301-T67899.99 (1h),0.84,MARKET_DATA,REAL
2026-03-22T23:08:45.193695,KXBTCD-26MAR2301-T68299.99 (1h),0.19,MARKET_DATA,REAL
2026-03-22T23:08:47.693564,KXHIGHNY-26MAR22-B62.5 (Market),0.99,MARKET_DATA,REAL
2026-03-22T23:08:47.695097,KXHIGHNY (F),50.0,MARKET_DATA,REAL
2026-03-22T23:08:52.373812,KXHIGHLAX-26MAR22-T75 (Market),0.99,MARKET_DATA,REAL
2026-03-22T23:08:52.374324,KXHIGHLAX (F),60.8,MARKET_DATA,REAL
2026-03-22T23:08:55.389085,KXHIGHCHI-26MAR22-T65 (Market),0.99,MARKET_DATA,REAL
2026-03-22T23:08:55.389512,KXHIGHCHI (F),33.8,MARKET_DATA,REAL
2026-03-22T23:08:59.698741,KXHIGHMIA-26MAR22-B81.5 (Market),0.99,MARKET_DATA,REAL
2026-03-22T23:08:59.699430,KXHIGHMIA (F),69.8,MARKET_DATA,REAL
2026-03-22T23:09:03.129780,BTC-USD (Coinbase),68131.35,MARKET_DATA,REAL
2026-03-22T23:09:03.186571,KXBTC15M-26MAR230015-15 (15m),0.81,MARKET_DATA,REAL
2026-03-22T23:09:04.865890,KXBTCD-26MAR2301-T68099.99 (1h),0.55,MARKET_DATA,REAL
2026-03-22T23:09:04.925003,KXBTCD-26MAR2301-T67899.99 (1h),0.87,MARKET_DATA,REAL
2026-03-22T23:09:04.986176,KXBTCD-26MAR2301-T68299.99 (1h),0.21,MARKET_DATA,REAL
2026-03-22T23:09:06.165073,KXHIGHNY-26MAR22-B62.5 (Market),0.99,MARKET_DATA,REAL
2026-03-22T23:09:06.165585,KXHIGHNY (F),50.0,MARKET_DATA,REAL
2026-03-22T23:09:08.271377,KXHIGHLAX-26MAR22-T75 (Market),0.99,MARKET_DATA,REAL
2026-03-22T23:09:08.271799,KXHIGHLAX (F),60.8,MARKET_DATA,REAL
2026-03-22T23:09:10.460521,KXHIGHCHI-26MAR22-T65 (Market),0.99,MARKET_DATA,REAL
2026-03-22T23:09:10.460995,KXHIGHCHI (F),33.8,MARKET_DATA,REAL
2026-03-22T23:09:12.602005,KXHIGHMIA-26MAR22-B81.5 (Market),0.99,MARKET_DATA,REAL
2026-03-22T23:09:12.602694,KXHIGHMIA (F),69.8,MARKET_DATA,REAL
2026-03-22T23:09:16.060707,BTC-USD (Coinbase),68121.91,MARKET_DATA,REAL
2026-03-22T23:09:16.121722,KXBTC15M-26MAR230015-15 (15m),0.79,MARKET_DATA,REAL
2026-03-22T23:09:17.992161,KXBTCD-26MAR2301-T68099.99 (1h),0.54,MARKET_DATA,REAL
2026-03-22T23:09:18.105221,KXBTCD-26MAR2301-T67899.99 (1h),0.86,MARKET_DATA,REAL
2026-03-22T23:09:18.166123,KXBTCD-26MAR2301-T68299.99 (1h),0.19,MARKET_DATA,REAL
2026-03-22T23:09:19.454484,KXHIGHNY-26MAR22-B62.5 (Market),0.99,MARKET_DATA,REAL
2026-03-22T23:09:19.454962,KXHIGHNY (F),50.0,MARKET_DATA,REAL
2026-03-22T23:09:21.690658,KXHIGHLAX-26MAR22-T75 (Market),0.99,MARKET_DATA,REAL
2026-03-22T23:09:21.692232,KXHIGHLAX (F),60.8,MARKET_DATA,REAL
2026-03-22T23:09:23.918749,KXHIGHCHI-26MAR22-T65 (Market),0.99,MARKET_DATA,REAL
2026-03-22T23:09:23.919195,KXHIGHCHI (F),33.8,MARKET_DATA,REAL
2026-03-22T23:09:26.153976,KXHIGHMIA-26MAR22-B81.5 (Market),0.99,MARKET_DATA,REAL
2026-03-22T23:09:26.154473,KXHIGHMIA (F),69.8,MARKET_DATA,REAL
2026-03-22T23:09:29.661625,BTC-USD (Coinbase),68135.66,MARKET_DATA,REAL
2026-03-22T23:09:29.724168,KXBTC15M-26MAR230015-15 (15m),0.79,MARKET_DATA,REAL
2026-03-22T23:09:31.635077,KXBTCD-26MAR2301-T68099.99 (1h),0.57,MARKET_DATA,REAL
2026-03-22T23:09:31.696839,KXBTCD-26MAR2301-T67899.99 (1h),0.86,MARKET_DATA,REAL
2026-03-22T23:09:31.761549,KXBTCD-26MAR2301-T68299.99 (1h),0.19,MARKET_DATA,REAL
2026-03-22T23:09:33.179000,KXHIGHNY-26MAR22-B62.5 (Market),0.99,MARKET_DATA,REAL
2026-03-22T23:09:33.179405,KXHIGHNY (F),50.0,MARKET_DATA,REAL
2026-03-22T23:09:35.484904,KXHIGHLAX-26MAR22-T75 (Market),0.99,MARKET_DATA,REAL
2026-03-22T23:09:35.485352,KXHIGHLAX (F),60.8,MARKET_DATA,REAL
2026-03-22T23:09:37.738125,KXHIGHCHI-26MAR22-T65 (Market),0.99,MARKET_DATA,REAL
2026-03-22T23:09:37.738594,KXHIGHCHI (F),33.8,MARKET_DATA,REAL
2026-03-22T23:09:39.946123,KXHIGHMIA-26MAR22-B81.5 (Market),0.99,MARKET_DATA,REAL
2026-03-22T23:09:39.947140,KXHIGHMIA (F),69.8,MARKET_DATA,REAL
2026-03-22T23:09:43.579280,BTC-USD (Coinbase),68140.38,MARKET_DATA,REAL
2026-03-22T23:09:43.696983,KXBTC15M-26MAR230015-15 (15m),0.87,MARKET_DATA,REAL
2026-03-22T23:09:45.572793,KXBTCD-26MAR2301-T68099.99 (1h),0.57,MARKET_DATA,REAL
2026-03-22T23:09:45.639654,KXBTCD-26MAR2301-T67899.99 (1h),0.86,MARKET_DATA,REAL
2026-03-22T23:09:45.704531,KXBTCD-26MAR2301-T68299.99 (1h),0.21,MARKET_DATA,REAL
2026-03-22T23:09:47.032458,KXHIGHNY-26MAR22-B62.5 (Market),0.99,MARKET_DATA,REAL
2026-03-22T23:09:47.032881,KXHIGHNY (F),50.0,MARKET_DATA,REAL
2026-03-22T23:09:49.521706,KXHIGHLAX-26MAR22-T75 (Market),0.99,MARKET_DATA,REAL
2026-03-22T23:09:49.522144,KXHIGHLAX (F),60.8,MARKET_DATA,REAL
2026-03-22T23:09:51.793918,KXHIGHCHI-26MAR22-T65 (Market),0.99,MARKET_DATA,REAL
2026-03-22T23:09:51.795010,KXHIGHCHI (F),33.8,MARKET_DATA,REAL
2026-03-22T23:09:54.270279,KXHIGHMIA-26MAR22-B81.5 (Market),0.99,MARKET_DATA,REAL
2026-03-22T23:09:54.270767,KXHIGHMIA (F),69.8,MARKET_DATA,REAL
2026-03-22T23:09:57.663056,BTC-USD (Coinbase),68153.41,MARKET_DATA,REAL
2026-03-22T23:09:57.724577,KXBTC15M-26MAR230015-15 (15m),0.88,MARKET_DATA,REAL
2026-03-22T23:09:59.427848,KXBTCD-26MAR2301-T68099.99 (1h),0.55,MARKET_DATA,REAL
2026-03-22T23:09:59.534925,KXBTCD-26MAR2301-T67899.99 (1h),0.86,MARKET_DATA,REAL
2026-03-22T23:09:59.594243,KXBTCD-26MAR2301-T68299.99 (1h),0.23,MARKET_DATA,REAL
2026-03-22T23:10:01.602851,KXHIGHNY-26MAR22-B62.5 (Market),0.99,MARKET_DATA,REAL
2026-03-22T23:10:01.603311,KXHIGHNY (F),50.0,MARKET_DATA,REAL
2026-03-22T23:10:05.005340,KXHIGHLAX-26MAR22-T75 (Market),0.99,MARKET_DATA,REAL
2026-03-22T23:10:05.005738,KXHIGHLAX (F),60.8,MARKET_DATA,REAL
2026-03-22T23:10:08.072491,KXHIGHCHI-26MAR22-T65 (Market),0.99,MARKET_DATA,REAL
2026-03-22T23:10:08.072952,KXHIGHCHI (F),33.8,MARKET_DATA,REAL
2026-03-22T23:10:11.165768,KXHIGHMIA-26MAR22-B81.5 (Market),0.99,MARKET_DATA,REAL
2026-03-22T23:10:11.166866,KXHIGHMIA (F),69.8,MARKET_DATA,REAL
2026-03-22T23:10:14.572332,BTC-USD (Coinbase),68167.98,MARKET_DATA,REAL
2026-03-22T23:10:14.630681,KXBTC15M-26MAR230015-15 (15m),0.942,MARKET_DATA,REAL
2026-03-22T23:10:16.436822,KXBTCD-26MAR2301-T68199.99 (1h),0.37,MARKET_DATA,REAL
2026-03-22T23:10:16.497792,KXBTCD-26MAR2301-T67999.99 (1h),0.79,MARKET_DATA,REAL
2026-03-22T23:10:16.555691,KXBTCD-26MAR2301-T68399.99 (1h),0.1,MARKET_DATA,REAL
2026-03-22T23:10:17.738048,KXHIGHNY-26MAR22-B62.5 (Market),0.99,MARKET_DATA,REAL
2026-03-22T23:10:17.738930,KXHIGHNY (F),50.0,MARKET_DATA,REAL
2026-03-22T23:10:19.895219,KXHIGHLAX-26MAR22-T75 (Market),0.99,MARKET_DATA,REAL
2026-03-22T23:10:19.895602,KXHIGHLAX (F),60.8,MARKET_DATA,REAL
2026-03-22T23:10:22.061420,KXHIGHCHI-26MAR22-T65 (Market),0.99,MARKET_DATA,REAL
2026-03-22T23:10:22.062233,KXHIGHCHI (F),33.8,MARKET_DATA,REAL
2026-03-22T23:10:24.282020,KXHIGHMIA-26MAR22-B81.5 (Market),0.99,MARKET_DATA,REAL
2026-03-22T23:10:24.282473,KXHIGHMIA (F),69.8,MARKET_DATA,REAL
2026-03-22T23:10:27.626907,BTC-USD (Coinbase),68181.75,MARKET_DATA,REAL
2026-03-22T23:10:27.685563,KXBTC15M-26MAR230015-15 (15m),0.953,MARKET_DATA,REAL
2026-03-22T23:10:29.401165,KXBTCD-26MAR2301-T68199.99 (1h),0.44,MARKET_DATA,REAL
2026-03-22T23:10:29.517759,KXBTCD-26MAR2301-T67999.99 (1h),0.79,MARKET_DATA,REAL
2026-03-22T23:10:29.578873,KXBTCD-26MAR2301-T68399.99 (1h),0.13,MARKET_DATA,REAL
2026-03-22T23:10:30.797820,KXHIGHNY-26MAR22-B62.5 (Market),0.99,MARKET_DATA,REAL
2026-03-22T23:10:30.798284,KXHIGHNY (F),50.0,MARKET_DATA,REAL
2026-03-22T23:10:32.893318,KXHIGHLAX-26MAR22-T75 (Market),0.99,MARKET_DATA,REAL
2026-03-22T23:10:32.894574,KXHIGHLAX (F),60.8,MARKET_DATA,REAL
2026-03-22T23:10:35.054957,KXHIGHCHI-26MAR22-T65 (Market),0.99,MARKET_DATA,REAL
2026-03-22T23:10:35.055310,KXHIGHCHI (F),33.8,MARKET_DATA,REAL
