Timestamp,Symbol,Price,Type,Status
2026-03-21T21:19:13.106843,BTC-USD (Coinbase),69018.86,MARKET_DATA,REAL
2026-03-21T21:19:13.374760,KXBTC15M-26MAR212230-30 (15m),0.39,MARKET_DATA,REAL
2026-03-21T21:19:15.546186,KXBTCD-26MAR2123-T68999.99 (1h),0.52,MARKET_DATA,REAL
2026-03-21T21:19:15.626470,KXBTCD-26MAR2123-T68799.99 (1h),0.87,MARKET_DATA,REAL
2026-03-21T21:19:15.710402,KXBTCD-26MAR2123-T69199.99 (1h),0.17,MARKET_DATA,REAL
2026-03-21T21:19:19.293222,KXHIGHNY-26MAR21-B59.5 (Market),0.99,MARKET_DATA,REAL
2026-03-21T21:19:19.295287,KXHIGHNY (F),46.94,MARKET_DATA,REAL
2026-03-21T21:19:23.713838,KXHIGHLAX-26MAR21-T76 (Market),0.99,MARKET_DATA,REAL
2026-03-21T21:19:23.715227,KXHIGHLAX (F),60.8,MARKET_DATA,REAL
2026-03-21T21:19:27.815830,KXHIGHCHI-26MAR21-T70 (Market),0.99,MARKET_DATA,REAL
2026-03-21T21:19:27.816721,KXHIGHCHI (F),71.6,MARKET_DATA,REAL
2026-03-21T21:19:32.573030,KXHIGHMIA-26MAR21-B81.5 (Market),0.99,MARKET_DATA,REAL
2026-03-21T21:19:32.573934,KXHIGHMIA (F),71.6,MARKET_DATA,REAL
2026-03-21T21:19:36.117216,BTC-USD (Coinbase),69018.25,MARKET_DATA,REAL
2026-03-21T21:19:36.229598,KXBTC15M-26MAR212230-30 (15m),0.41,MARKET_DATA,REAL
2026-03-21T21:19:38.796547,KXBTCD-26MAR2123-T68999.99 (1h),0.52,MARKET_DATA,REAL
2026-03-21T21:19:38.880148,KXBTCD-26MAR2123-T68799.99 (1h),0.87,MARKET_DATA,REAL
2026-03-21T21:19:38.962731,KXBTCD-26MAR2123-T69199.99 (1h),0.16,MARKET_DATA,REAL
2026-03-21T21:19:41.488242,KXHIGHNY-26MAR21-B59.5 (Market),0.99,MARKET_DATA,REAL
2026-03-21T21:19:41.488695,KXHIGHNY (F),46.94,MARKET_DATA,REAL
2026-03-21T21:19:43.799278,KXHIGHLAX-26MAR21-T76 (Market),0.99,MARKET_DATA,REAL
2026-03-21T21:19:43.799656,KXHIGHLAX (F),60.8,MARKET_DATA,REAL
2026-03-21T21:19:46.060246,KXHIGHCHI-26MAR21-T70 (Market),0.99,MARKET_DATA,REAL
2026-03-21T21:19:46.060588,KXHIGHCHI (F),71.6,MARKET_DATA,REAL
2026-03-21T21:19:48.331883,KXHIGHMIA-26MAR21-B81.5 (Market),0.99,MARKET_DATA,REAL
2026-03-21T21:19:48.332227,KXHIGHMIA (F),71.6,MARKET_DATA,REAL
2026-03-21T21:19:51.841038,BTC-USD (Coinbase),69025.82,MARKET_DATA,REAL
2026-03-21T21:19:51.926902,KXBTC15M-26MAR212230-30 (15m),0.38,MARKET_DATA,REAL
2026-03-21T21:19:54.182741,KXBTCD-26MAR2123-T68999.99 (1h),0.53,MARKET_DATA,REAL
2026-03-21T21:19:54.262917,KXBTCD-26MAR2123-T68799.99 (1h),0.88,MARKET_DATA,REAL
2026-03-21T21:19:54.344805,KXBTCD-26MAR2123-T69199.99 (1h),0.17,MARKET_DATA,REAL
2026-03-21T21:19:56.534030,KXHIGHNY-26MAR21-B59.5 (Market),0.99,MARKET_DATA,REAL
2026-03-21T21:19:56.534708,KXHIGHNY (F),46.94,MARKET_DATA,REAL
2026-03-21T21:19:59.691451,KXHIGHLAX-26MAR21-T76 (Market),0.99,MARKET_DATA,REAL
2026-03-21T21:19:59.692385,KXHIGHLAX (F),60.8,MARKET_DATA,REAL
2026-03-21T21:20:02.839875,KXHIGHCHI-26MAR21-T70 (Market),0.99,MARKET_DATA,REAL
