Timestamp,Symbol,Price,Type,Status
2026-03-23T18:35:07.853008,BTC-USD (Coinbase),71092.14,MARKET_DATA,REAL
2026-03-23T18:35:07.916409,KXBTC15M-26MAR231445-45 (15m),0.89,MARKET_DATA,REAL
2026-03-23T18:35:08.774843,KXBTCD-26MAR2315-T71099.99 (1h),0.46,MARKET_DATA,REAL
2026-03-23T18:35:08.807102,KXBTCD-26MAR2315-T70899.99 (1h),0.76,MARKET_DATA,REAL
2026-03-23T18:35:08.840402,KXBTCD-26MAR2315-T71299.99 (1h),0.16,MARKET_DATA,REAL
2026-03-23T18:35:08.889095,KXBTCD-26MAR2315-T71099.99,0.54,SIGNAL_BUY,EXECUTED
2026-03-23T18:35:09.804350,KXHIGHNY-26MAR23-T54 (Market),0.99,MARKET_DATA,REAL
2026-03-23T18:35:09.804504,KXHIGHNY (F),39.02,MARKET_DATA,REAL
2026-03-23T18:35:11.901439,KXHIGHLAX-26MAR23-T76 (Market),0.93,MARKET_DATA,REAL
2026-03-23T18:35:11.901603,KXHIGHLAX (F),66.2,MARKET_DATA,REAL
2026-03-23T18:35:13.798788,KXHIGHCHI-26MAR23-B40.5 (Market),0.89,MARKET_DATA,REAL
2026-03-23T18:35:13.799089,KXHIGHCHI (F),37.4,MARKET_DATA,REAL
2026-03-23T18:35:16.006179,KXHIGHMIA-26MAR23-B81.5 (Market),0.85,MARKET_DATA,REAL
2026-03-23T18:35:16.006331,KXHIGHMIA (F),80.6,MARKET_DATA,REAL
2026-03-23T18:35:19.147687,BTC-USD (Coinbase),71077.56,MARKET_DATA,REAL
2026-03-23T18:35:19.181216,KXBTC15M-26MAR231445-45 (15m),0.89,MARKET_DATA,REAL
2026-03-23T18:35:20.052195,KXBTCD-26MAR2315-T71099.99 (1h),0.45,MARKET_DATA,REAL
2026-03-23T18:35:20.128794,KXBTCD-26MAR2315-T70899.99 (1h),0.77,MARKET_DATA,REAL
2026-03-23T18:35:20.161330,KXBTCD-26MAR2315-T71299.99 (1h),0.17,MARKET_DATA,REAL
2026-03-23T18:35:20.540865,KXHIGHNY-26MAR23-T54 (Market),0.99,MARKET_DATA,REAL
2026-03-23T18:35:20.541031,KXHIGHNY (F),39.02,MARKET_DATA,REAL
2026-03-23T18:35:21.941748,KXHIGHLAX-26MAR23-T76 (Market),0.93,MARKET_DATA,REAL
2026-03-23T18:35:21.941897,KXHIGHLAX (F),66.2,MARKET_DATA,REAL
2026-03-23T18:35:23.334086,KXHIGHCHI-26MAR23-B40.5 (Market),0.88,MARKET_DATA,REAL
2026-03-23T18:35:23.334230,KXHIGHCHI (F),37.4,MARKET_DATA,REAL
2026-03-23T18:35:24.746188,KXHIGHMIA-26MAR23-B81.5 (Market),0.85,MARKET_DATA,REAL
2026-03-23T18:35:24.746365,KXHIGHMIA (F),80.6,MARKET_DATA,REAL
2026-03-23T18:35:27.937153,BTC-USD (Coinbase),71085.96,MARKET_DATA,REAL
2026-03-23T18:35:27.970802,KXBTC15M-26MAR231445-45 (15m),0.905,MARKET_DATA,REAL
2026-03-23T18:35:28.895656,KXBTCD-26MAR2315-T71099.99 (1h),0.45,MARKET_DATA,REAL
2026-03-23T18:35:28.930223,KXBTCD-26MAR2315-T70899.99 (1h),0.76,MARKET_DATA,REAL
2026-03-23T18:35:28.963279,KXBTCD-26MAR2315-T71299.99 (1h),0.16,MARKET_DATA,REAL
2026-03-23T18:35:29.533603,KXHIGHNY-26MAR23-T54 (Market),0.99,MARKET_DATA,REAL
2026-03-23T18:35:29.533757,KXHIGHNY (F),39.02,MARKET_DATA,REAL
2026-03-23T18:35:31.023811,KXHIGHLAX-26MAR23-T76 (Market),0.93,MARKET_DATA,REAL
2026-03-23T18:35:31.023979,KXHIGHLAX (F),66.2,MARKET_DATA,REAL
2026-03-23T18:35:32.558970,KXHIGHCHI-26MAR23-B40.5 (Market),0.88,MARKET_DATA,REAL
2026-03-23T18:35:32.559259,KXHIGHCHI (F),37.4,MARKET_DATA,REAL
2026-03-23T18:35:34.055123,KXHIGHMIA-26MAR23-B81.5 (Market),0.85,MARKET_DATA,REAL
2026-03-23T18:35:34.055291,KXHIGHMIA (F),80.6,MARKET_DATA,REAL
2026-03-23T18:35:37.225637,BTC-USD (Coinbase),71095.0,MARKET_DATA,REAL
2026-03-23T18:35:37.278583,KXBTC15M-26MAR231445-45 (15m),0.905,MARKET_DATA,REAL
2026-03-23T18:35:38.267780,KXBTCD-26MAR2315-T71099.99 (1h),0.47,MARKET_DATA,REAL
2026-03-23T18:35:38.300720,KXBTCD-26MAR2315-T70899.99 (1h),0.77,MARKET_DATA,REAL
2026-03-23T18:35:38.335603,KXBTCD-26MAR2315-T71299.99 (1h),0.16,MARKET_DATA,REAL
2026-03-23T18:35:38.903831,KXHIGHNY-26MAR23-T54 (Market),0.99,MARKET_DATA,REAL
2026-03-23T18:35:38.904104,KXHIGHNY (F),39.02,MARKET_DATA,REAL
2026-03-23T18:35:40.381536,KXHIGHLAX-26MAR23-T76 (Market),0.93,MARKET_DATA,REAL
2026-03-23T18:35:40.381673,KXHIGHLAX (F),66.2,MARKET_DATA,REAL
2026-03-23T18:35:41.895733,KXHIGHCHI-26MAR23-B40.5 (Market),0.88,MARKET_DATA,REAL
