Timestamp,Equity,Cash,Exposure,Realized_PnL,Unrealized_PnL
2026-03-21T08:05:38.027563,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:05:39.043834,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:05:40.052944,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:05:41.061886,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:05:42.078387,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:05:43.088016,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:05:44.102442,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:05:45.112687,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:05:46.118786,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:05:47.125977,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:05:48.136417,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:05:49.153342,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:05:50.184997,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:05:51.194830,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:05:52.203528,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:05:53.211904,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:05:54.219233,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:05:55.234992,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:05:55.634679,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:05:56.244219,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:05:57.252538,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:05:58.267412,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:05:59.277491,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:00.285903,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:01.294691,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:02.302462,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:03.310751,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:04.320233,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:05.323539,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:06.327753,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:07.335643,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:08.344267,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:09.352388,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:10.360434,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:11.374225,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:12.378044,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:13.385346,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:14.393899,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:15.404185,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:16.419110,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:17.428106,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:18.444214,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:19.448503,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:20.451526,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:21.460916,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:22.477303,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:23.486431,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:24.494008,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:25.510473,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:26.520105,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:27.528702,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:28.535683,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:29.545303,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:30.552312,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:31.560719,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:32.576488,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:33.585866,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:34.591180,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:35.593994,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:36.602621,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:37.612077,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:38.618999,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:39.635451,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:40.644100,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:41.653378,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:42.660599,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:43.677221,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:44.693789,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:45.702790,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:46.707011,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:47.719617,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:48.731925,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:49.739525,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:50.744355,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:51.753735,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:52.767416,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:53.777837,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:54.784535,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:55.794033,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:56.803243,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:57.811709,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:58.819821,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:06:59.835716,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:07:00.844247,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:07:01.853108,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:07:02.870047,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:07:03.877689,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:07:04.890110,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:07:05.904272,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:07:06.918980,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:07:07.935633,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:07:08.944749,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:07:09.952730,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:07:10.969067,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:07:11.977341,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:07:12.990360,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:07:13.994955,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:07:15.002886,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:07:16.005290,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:07:17.010880,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:07:18.020339,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:07:19.027163,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:07:20.036923,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:07:21.044091,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:07:22.052376,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:07:23.060708,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:07:24.070323,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:07:25.076141,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:07:26.086193,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:07:27.095063,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:07:28.103350,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:07:29.110934,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:07:30.119583,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:07:31.130572,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:07:32.142344,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:07:33.146351,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:07:34.159216,3000.0,3000.0,0.0,0.0,0
2026-03-21T08:07:35.177369,3000.0,3000.0,0.0,0.0,0
