Timestamp,Symbol,Price,Type,Status
2026-03-22T19:34:50.904180,BTC-USD (Coinbase),67806.33,MARKET_DATA,REAL
2026-03-22T19:34:51.179233,KXBTC15M-26MAR222045-45 (15m),0.18,MARKET_DATA,REAL
2026-03-22T19:34:53.414158,KXBTCD-26MAR2221-T67799.99 (1h),0.55,MARKET_DATA,REAL
2026-03-22T19:34:53.503612,KXBTCD-26MAR2221-T67599.99 (1h),0.81,MARKET_DATA,REAL
2026-03-22T19:34:53.594414,KXBTCD-26MAR2221-T67999.99 (1h),0.23,MARKET_DATA,REAL
2026-03-22T19:34:56.596051,KXHIGHNY-26MAR22-B62.5 (Market),0.99,MARKET_DATA,REAL
2026-03-22T19:34:56.596398,KXHIGHNY (F),53.06,MARKET_DATA,REAL
2026-03-22T19:35:00.776371,KXHIGHLAX-26MAR22-T75 (Market),0.99,MARKET_DATA,REAL
2026-03-22T19:35:00.777000,KXHIGHLAX (F),64.4,MARKET_DATA,REAL
2026-03-22T19:35:04.269276,KXHIGHCHI-26MAR22-T65 (Market),0.99,MARKET_DATA,REAL
2026-03-22T19:35:04.269944,KXHIGHCHI (F),33.8,MARKET_DATA,REAL
2026-03-22T19:35:07.641154,KXHIGHMIA-26MAR22-B81.5 (Market),0.99,MARKET_DATA,REAL
2026-03-22T19:35:07.641607,KXHIGHMIA (F),71.6,MARKET_DATA,REAL
2026-03-22T19:35:11.082322,BTC-USD (Coinbase),67800.03,MARKET_DATA,REAL
2026-03-22T19:35:11.171263,KXBTC15M-26MAR222045-45 (15m),0.15,MARKET_DATA,REAL
2026-03-22T19:35:13.161494,KXBTCD-26MAR2221-T67799.99 (1h),0.49,MARKET_DATA,REAL
2026-03-22T19:35:13.247190,KXBTCD-26MAR2221-T67599.99 (1h),0.77,MARKET_DATA,REAL
2026-03-22T19:35:13.343975,KXBTCD-26MAR2221-T67999.99 (1h),0.21,MARKET_DATA,REAL
2026-03-22T19:35:14.559354,KXHIGHNY-26MAR22-B62.5 (Market),0.99,MARKET_DATA,REAL
2026-03-22T19:35:14.560055,KXHIGHNY (F),53.06,MARKET_DATA,REAL
2026-03-22T19:35:16.747195,KXHIGHLAX-26MAR22-T75 (Market),0.99,MARKET_DATA,REAL
2026-03-22T19:35:16.747569,KXHIGHLAX (F),64.4,MARKET_DATA,REAL
2026-03-22T19:35:18.920106,KXHIGHCHI-26MAR22-T65 (Market),0.99,MARKET_DATA,REAL
2026-03-22T19:35:18.920903,KXHIGHCHI (F),33.8,MARKET_DATA,REAL
2026-03-22T19:35:21.057398,KXHIGHMIA-26MAR22-B81.5 (Market),0.99,MARKET_DATA,REAL
2026-03-22T19:35:21.058179,KXHIGHMIA (F),71.6,MARKET_DATA,REAL
2026-03-22T19:35:24.427401,BTC-USD (Coinbase),67761.2,MARKET_DATA,REAL
2026-03-22T19:35:24.543923,KXBTC15M-26MAR222045-45 (15m),0.12,MARKET_DATA,REAL
2026-03-22T19:35:26.611949,KXBTCD-26MAR2221-T67799.99 (1h),0.44,MARKET_DATA,REAL
2026-03-22T19:35:26.706392,KXBTCD-26MAR2221-T67599.99 (1h),0.73,MARKET_DATA,REAL
2026-03-22T19:35:26.793372,KXBTCD-26MAR2221-T67999.99 (1h),0.17,MARKET_DATA,REAL
2026-03-22T19:35:28.043411,KXHIGHNY-26MAR22-B62.5 (Market),0.99,MARKET_DATA,REAL
2026-03-22T19:35:28.043869,KXHIGHNY (F),53.06,MARKET_DATA,REAL
2026-03-22T19:35:30.155581,KXHIGHLAX-26MAR22-T75 (Market),0.99,MARKET_DATA,REAL
2026-03-22T19:35:30.156125,KXHIGHLAX (F),64.4,MARKET_DATA,REAL
2026-03-22T19:35:32.226515,KXHIGHCHI-26MAR22-T65 (Market),0.99,MARKET_DATA,REAL
2026-03-22T19:35:32.227391,KXHIGHCHI (F),33.8,MARKET_DATA,REAL
2026-03-22T19:35:34.356640,KXHIGHMIA-26MAR22-B81.5 (Market),0.99,MARKET_DATA,REAL
2026-03-22T19:35:34.357553,KXHIGHMIA (F),71.6,MARKET_DATA,REAL
2026-03-22T19:35:37.795334,BTC-USD (Coinbase),67802.13,MARKET_DATA,REAL
2026-03-22T19:35:37.884645,KXBTC15M-26MAR222045-45 (15m),0.14,MARKET_DATA,REAL
2026-03-22T19:35:40.077103,KXBTCD-26MAR2221-T67799.99 (1h),0.47,MARKET_DATA,REAL
2026-03-22T19:35:40.163894,KXBTCD-26MAR2221-T67599.99 (1h),0.76,MARKET_DATA,REAL
2026-03-22T19:35:40.247213,KXBTCD-26MAR2221-T67999.99 (1h),0.21,MARKET_DATA,REAL
2026-03-22T19:35:41.518093,KXHIGHNY-26MAR22-B62.5 (Market),0.99,MARKET_DATA,REAL
2026-03-22T19:35:41.518537,KXHIGHNY (F),53.06,MARKET_DATA,REAL
2026-03-22T19:35:43.630222,KXHIGHLAX-26MAR22-T75 (Market),0.99,MARKET_DATA,REAL
2026-03-22T19:35:43.630842,KXHIGHLAX (F),64.4,MARKET_DATA,REAL
2026-03-22T19:35:45.712855,KXHIGHCHI-26MAR22-T65 (Market),0.99,MARKET_DATA,REAL
2026-03-22T19:35:45.713547,KXHIGHCHI (F),33.8,MARKET_DATA,REAL
2026-03-22T19:35:47.823808,KXHIGHMIA-26MAR22-B81.5 (Market),0.99,MARKET_DATA,REAL
2026-03-22T19:35:47.824256,KXHIGHMIA (F),71.6,MARKET_DATA,REAL
2026-03-22T19:35:51.184154,BTC-USD (Coinbase),67784.86,MARKET_DATA,REAL
2026-03-22T19:35:51.354524,KXBTC15M-26MAR222045-45 (15m),0.12,MARKET_DATA,REAL
2026-03-22T19:35:53.434340,KXBTCD-26MAR2221-T67799.99 (1h),0.46,MARKET_DATA,REAL
2026-03-22T19:35:53.525129,KXBTCD-26MAR2221-T67599.99 (1h),0.76,MARKET_DATA,REAL
2026-03-22T19:35:53.614764,KXBTCD-26MAR2221-T67999.99 (1h),0.19,MARKET_DATA,REAL
2026-03-22T19:35:54.807453,KXHIGHNY-26MAR22-B62.5 (Market),0.99,MARKET_DATA,REAL
2026-03-22T19:35:54.807765,KXHIGHNY (F),53.06,MARKET_DATA,REAL
2026-03-22T19:35:56.909874,KXHIGHLAX-26MAR22-T75 (Market),0.99,MARKET_DATA,REAL
2026-03-22T19:35:56.910225,KXHIGHLAX (F),64.4,MARKET_DATA,REAL
2026-03-22T19:35:59.022622,KXHIGHCHI-26MAR22-T65 (Market),0.99,MARKET_DATA,REAL
2026-03-22T19:35:59.023060,KXHIGHCHI (F),33.8,MARKET_DATA,REAL
2026-03-22T19:36:01.072873,KXHIGHMIA-26MAR22-B81.5 (Market),0.99,MARKET_DATA,REAL
2026-03-22T19:36:01.073223,KXHIGHMIA (F),71.6,MARKET_DATA,REAL
2026-03-22T19:36:04.488645,BTC-USD (Coinbase),67753.35,MARKET_DATA,REAL
2026-03-22T19:36:04.580433,KXBTC15M-26MAR222045-45 (15m),0.09,MARKET_DATA,REAL
2026-03-22T19:36:04.589654,KXBTC15M-26MAR222045-45,0.91,SIGNAL_BUY,EXECUTED
2026-03-22T19:36:06.663652,KXBTCD-26MAR2221-T67799.99 (1h),0.42,MARKET_DATA,REAL
2026-03-22T19:36:06.757790,KXBTCD-26MAR2221-T67599.99 (1h),0.74,MARKET_DATA,REAL
2026-03-22T19:36:06.840435,KXBTCD-26MAR2221-T67999.99 (1h),0.17,MARKET_DATA,REAL
2026-03-22T19:36:09.258279,KXHIGHNY-26MAR22-B62.5 (Market),0.99,MARKET_DATA,REAL
2026-03-22T19:36:09.259011,KXHIGHNY (F),53.06,MARKET_DATA,REAL
2026-03-22T19:36:12.633377,KXHIGHLAX-26MAR22-T75 (Market),0.99,MARKET_DATA,REAL
2026-03-22T19:36:12.634216,KXHIGHLAX (F),64.4,MARKET_DATA,REAL
2026-03-22T19:36:15.942890,KXHIGHCHI-26MAR22-T65 (Market),0.99,MARKET_DATA,REAL
2026-03-22T19:36:15.943365,KXHIGHCHI (F),33.8,MARKET_DATA,REAL
2026-03-22T19:36:19.248203,KXHIGHMIA-26MAR22-B81.5 (Market),0.99,MARKET_DATA,REAL
2026-03-22T19:36:19.248597,KXHIGHMIA (F),71.6,MARKET_DATA,REAL
2026-03-22T19:36:22.758822,BTC-USD (Coinbase),67666.76,MARKET_DATA,REAL
2026-03-22T19:36:22.846843,KXBTC15M-26MAR222045-45 (15m),0.05,MARKET_DATA,REAL
2026-03-22T19:36:24.997572,KXBTCD-26MAR2221-T67599.99 (1h),0.57,MARKET_DATA,REAL
2026-03-22T19:36:25.129517,KXBTCD-26MAR2221-T67399.99 (1h),0.82,MARKET_DATA,REAL
