Timestamp,Equity,Cash,Exposure,Realized_PnL,Unrealized_PnL
2026-03-21T14:51:58.532225,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:51:59.535464,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:00.544173,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:01.556803,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:02.566280,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:03.581630,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:04.587151,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:05.590471,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:06.600086,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:07.616107,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:08.621848,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:09.632290,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:10.640569,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:11.656782,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:12.664553,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:13.666201,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:14.574262,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:14.673091,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:15.684768,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:16.701422,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:17.705616,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:18.720718,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:19.724158,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:20.735242,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:21.741736,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:22.754880,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:23.770113,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:24.779286,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:25.788283,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:26.806609,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:27.818146,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:28.827083,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:29.832273,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:30.842240,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:31.859302,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:32.873484,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:33.884123,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:34.901200,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:35.904609,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:36.921563,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:37.933922,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:38.948613,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:39.966230,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:40.973589,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:41.981689,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:42.987937,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:44.002025,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:45.015861,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:46.026692,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:47.037654,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:48.055350,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:49.067304,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:50.074695,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:51.084592,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:52.096319,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:53.098257,3000.0,3000.0,0.0,0.0,0
2026-03-21T14:52:54.105123,3000.0,3000.0,0.0,0.0,0
