Timestamp,Symbol,Price,Type,Status
2026-03-23T10:28:06.229683,BTC-USD (Coinbase),68414.8,MARKET_DATA,REAL
2026-03-23T10:28:06.302726,KXBTC15M-26MAR230630-30 (15m),0.001,MARKET_DATA,REAL
2026-03-23T10:28:07.101108,KXBTCD-26MAR2307-T68399.99 (1h),0.49,MARKET_DATA,REAL
2026-03-23T10:28:07.179467,KXBTCD-26MAR2307-T68199.99 (1h),0.86,MARKET_DATA,REAL
2026-03-23T10:28:07.261300,KXBTCD-26MAR2307-T68599.99 (1h),0.13,MARKET_DATA,REAL
2026-03-23T10:28:07.306844,KXBTCD-26MAR2307-T68399.99,0.51,SIGNAL_BUY,EXECUTED
2026-03-23T10:28:08.438379,KXHIGHNY-26MAR23-T54 (Market),0.99,MARKET_DATA,REAL
2026-03-23T10:28:08.438529,KXHIGHNY (F),46.04,MARKET_DATA,REAL
2026-03-23T10:28:10.534235,KXHIGHLAX-26MAR23-T76 (Market),0.87,MARKET_DATA,REAL
2026-03-23T10:28:10.534413,KXHIGHLAX (F),60.8,MARKET_DATA,REAL
2026-03-23T10:28:12.320472,KXHIGHCHI-26MAR23-B42.5 (Market),0.36,MARKET_DATA,REAL
2026-03-23T10:28:12.320630,KXHIGHCHI (F),30.2,MARKET_DATA,REAL
2026-03-23T10:28:12.321765,KXHIGHCHI-26MAR23-B42.5,0.64,SIGNAL_BUY,HARVEST_ONLY
2026-03-23T10:28:12.322430,KXHIGHCHI-26MAR23-B42.5,0.37,SIGNAL_BUY,HARVEST_ONLY
2026-03-23T10:28:15.232458,KXHIGHMIA-26MAR23-B83.5 (Market),0.6,MARKET_DATA,REAL
2026-03-23T10:28:15.232642,KXHIGHMIA (F),64.4,MARKET_DATA,REAL
2026-03-23T10:28:15.233651,KXHIGHMIA-26MAR23-B83.5,0.4,SIGNAL_BUY,HARVEST_ONLY
2026-03-23T10:28:18.367176,BTC-USD (Coinbase),68415.57,MARKET_DATA,REAL
2026-03-23T10:28:18.401205,KXBTC15M-26MAR230630-30 (15m),0.001,MARKET_DATA,REAL
2026-03-23T10:28:19.230023,KXBTCD-26MAR2307-T68399.99 (1h),0.51,MARKET_DATA,REAL
2026-03-23T10:28:19.261026,KXBTCD-26MAR2307-T68199.99 (1h),0.86,MARKET_DATA,REAL
2026-03-23T10:28:19.294344,KXBTCD-26MAR2307-T68599.99 (1h),0.14,MARKET_DATA,REAL
2026-03-23T10:28:19.656487,KXHIGHNY-26MAR23-T54 (Market),0.99,MARKET_DATA,REAL
2026-03-23T10:28:19.656626,KXHIGHNY (F),46.04,MARKET_DATA,REAL
2026-03-23T10:28:21.010611,KXHIGHLAX-26MAR23-T76 (Market),0.87,MARKET_DATA,REAL
2026-03-23T10:28:21.010748,KXHIGHLAX (F),60.8,MARKET_DATA,REAL
2026-03-23T10:28:22.387617,KXHIGHCHI-26MAR23-B42.5 (Market),0.36,MARKET_DATA,REAL
2026-03-23T10:28:22.387798,KXHIGHCHI (F),30.2,MARKET_DATA,REAL
2026-03-23T10:28:22.388973,KXHIGHCHI-26MAR23-B42.5,0.64,SIGNAL_BUY,EXECUTED
2026-03-23T10:28:23.737573,KXHIGHMIA-26MAR23-B83.5 (Market),0.6,MARKET_DATA,REAL
2026-03-23T10:28:23.737716,KXHIGHMIA (F),64.4,MARKET_DATA,REAL
2026-03-23T10:28:23.738696,KXHIGHMIA-26MAR23-B83.5,0.4,SIGNAL_BUY,HARVEST_ONLY
2026-03-23T10:28:26.902468,BTC-USD (Coinbase),68420.16,MARKET_DATA,REAL
2026-03-23T10:28:26.936476,KXBTC15M-26MAR230630-30 (15m),0.001,MARKET_DATA,REAL
2026-03-23T10:28:27.739808,KXBTCD-26MAR2307-T68399.99 (1h),0.5,MARKET_DATA,REAL
2026-03-23T10:28:27.772217,KXBTCD-26MAR2307-T68199.99 (1h),0.87,MARKET_DATA,REAL
2026-03-23T10:28:27.804602,KXBTCD-26MAR2307-T68599.99 (1h),0.15,MARKET_DATA,REAL
