Timestamp,Equity,Cash,Exposure,Realized_PnL,Unrealized_PnL
2026-03-23T18:35:07.759600,3000.0,3000.0,0.0,0.0,0
2026-03-23T18:35:08.763650,3000.0,3000.0,0.0,0.0,0
2026-03-23T18:35:09.767031,3000.0,2850.42,149.58,0.0,0
2026-03-23T18:35:10.771235,2998.79,2849.21,149.58,-1.21,0.0
2026-03-23T18:35:11.774605,2998.79,2849.21,149.58,-1.21,0.0
2026-03-23T18:35:12.777783,2998.79,2849.21,149.58,-1.21,0.0
2026-03-23T18:35:13.780530,2998.79,2849.21,149.58,-1.21,0.0
2026-03-23T18:35:14.783839,2998.79,2849.21,149.58,-1.21,0.0
2026-03-23T18:35:15.788351,2998.79,2849.21,149.58,-1.21,0.0
2026-03-23T18:35:16.790765,2998.79,2849.21,149.58,-1.21,0.0
2026-03-23T18:35:17.797396,2998.79,2849.21,149.58,-1.21,0.0
2026-03-23T18:35:18.800243,2998.79,2849.21,149.58,-1.21,0.0
2026-03-23T18:35:19.804555,3001.56,2849.21,149.58,-1.21,2.7700000000000022
2026-03-23T18:35:20.807396,3001.56,2849.21,149.58,-1.21,2.7700000000000022
2026-03-23T18:35:21.810448,3001.56,2849.21,149.58,-1.21,2.7700000000000022
2026-03-23T18:35:22.815191,3001.56,2849.21,149.58,-1.21,2.7700000000000022
2026-03-23T18:35:23.818691,3001.56,2849.21,149.58,-1.21,2.7700000000000022
2026-03-23T18:35:24.822924,3001.56,2849.21,149.58,-1.21,2.7700000000000022
2026-03-23T18:35:25.827091,3001.56,2849.21,149.58,-1.21,2.7700000000000022
2026-03-23T18:35:26.831566,3001.56,2849.21,149.58,-1.21,2.7700000000000022
2026-03-23T18:35:27.835108,3001.56,2849.21,149.58,-1.21,2.7700000000000022
2026-03-23T18:35:28.838521,3001.56,2849.21,149.58,-1.21,2.7700000000000022
2026-03-23T18:35:29.841457,3001.56,2849.21,149.58,-1.21,2.7700000000000022
2026-03-23T18:35:30.846082,3001.56,2849.21,149.58,-1.21,2.7700000000000022
2026-03-23T18:35:31.850346,3001.56,2849.21,149.58,-1.21,2.7700000000000022
2026-03-23T18:35:32.853080,3001.56,2849.21,149.58,-1.21,2.7700000000000022
2026-03-23T18:35:33.857716,3001.56,2849.21,149.58,-1.21,2.7700000000000022
2026-03-23T18:35:34.862659,3001.56,2849.21,149.58,-1.21,2.7700000000000022
2026-03-23T18:35:35.866271,3001.56,2849.21,149.58,-1.21,2.7700000000000022
2026-03-23T18:35:36.869835,3001.56,2849.21,149.58,-1.21,2.7700000000000022
2026-03-23T18:35:37.873717,3001.56,2849.21,149.58,-1.21,2.7700000000000022
2026-03-23T18:35:38.878769,3001.56,2849.21,149.58,-1.21,2.7700000000000022
2026-03-23T18:35:39.883181,3001.56,2849.21,149.58,-1.21,2.7700000000000022
2026-03-23T18:35:40.887218,3001.56,2849.21,149.58,-1.21,2.7700000000000022
2026-03-23T18:35:41.890713,3001.56,2849.21,149.58,-1.21,2.7700000000000022
2026-03-23T18:35:42.895040,3001.56,2849.21,149.58,-1.21,2.7700000000000022
2026-03-23T18:35:43.899267,3001.56,2849.21,149.58,-1.21,2.7700000000000022
2026-03-23T18:35:44.903833,3001.56,2849.21,149.58,-1.21,2.7700000000000022
2026-03-23T18:35:45.907644,3001.56,2849.21,149.58,-1.21,2.7700000000000022
2026-03-23T18:35:46.911554,2979.4,2979.4,0.0,-20.60000000000002,0
2026-03-23T18:35:47.916152,2979.4,2979.4,0.0,-20.60000000000002,0
2026-03-23T18:35:48.919289,2979.4,2979.4,0.0,-20.60000000000002,0
2026-03-23T18:35:49.922757,2979.4,2979.4,0.0,-20.60000000000002,0
2026-03-23T18:35:50.925299,2979.4,2979.4,0.0,-20.60000000000002,0
2026-03-23T18:35:51.930290,2979.4,2979.4,0.0,-20.60000000000002,0
2026-03-23T18:35:52.934546,2979.4,2979.4,0.0,-20.60000000000002,0
