series,city,station,target_date,event_ticker,market_ticker,ts_utc,minutes_to_close,close_time_utc,strike_type,floor_strike,cap_strike,yes_sub_title,yes_bid,yes_ask,no_bid,no_ask,last,price_mean,yes_bid_low,yes_ask_high,volume,open_interest,has_quote,result,expiration_value,cli_high,recomputed_yes_expval,recomputed_yes_cli,payoff_matches_kalshi,truth_agrees
KXHIGHNY,NY,KNYC,2026-05-23,KXHIGHNY-26MAY23,KXHIGHNY-26MAY23-B54.5,2026-05-22T15:00:00Z,2279.0,2026-05-24T04:59:00Z,between,54.0,55.0,54° to 55°,0.21,0.22,0.78,0.79,0.24,0.2903,0.01,1.0,156.6,156.6,true,no,57.0,57.0,false,false,true,true
KXHIGHNY,NY,KNYC,2026-05-23,KXHIGHNY-26MAY23,KXHIGHNY-26MAY23-B54.5,2026-05-22T16:00:00Z,2219.0,2026-05-24T04:59:00Z,between,54.0,55.0,54° to 55°,0.09,0.1,0.9,0.91,0.1,0.1438,0.08,0.22,70.0,172.6,true,no,57.0,57.0,false,false,true,true
KXHIGHNY,NY,KNYC,2026-05-23,KXHIGHNY-26MAY23,KXHIGHNY-26MAY23-B54.5,2026-05-22T17:00:00Z,2159.0,2026-05-24T04:59:00Z,between,54.0,55.0,54° to 55°,0.13,0.16,0.84,0.87,0.13,0.1234,0.08,0.16,61.0,226.6,true,no,57.0,57.0,false,false,true,true
KXHIGHNY,NY,KNYC,2026-05-23,KXHIGHNY-26MAY23,KXHIGHNY-26MAY23-B54.5,2026-05-22T18:00:00Z,2099.0,2026-05-24T04:59:00Z,between,54.0,55.0,54° to 55°,0.1,0.11,0.89,0.9,0.11,0.1191,0.1,0.16,19.67,242.3,true,no,57.0,57.0,false,false,true,true
KXHIGHNY,NY,KNYC,2026-05-23,KXHIGHNY-26MAY23,KXHIGHNY-26MAY23-B54.5,2026-05-22T19:00:00Z,2039.0,2026-05-24T04:59:00Z,between,54.0,55.0,54° to 55°,0.15,0.17,0.83,0.85,0.17,0.1551,0.1,0.19,34.36,266.89,true,no,57.0,57.0,false,false,true,true
KXHIGHNY,NY,KNYC,2026-05-23,KXHIGHNY-26MAY23,KXHIGHNY-26MAY23-B54.5,2026-05-22T20:00:00Z,1979.0,2026-05-24T04:59:00Z,between,54.0,55.0,54° to 55°,0.09,0.1,0.9,0.91,0.09,0.1308,0.07,0.17,134.85,357.59,true,no,57.0,57.0,false,false,true,true
KXHIGHNY,NY,KNYC,2026-05-23,KXHIGHNY-26MAY23,KXHIGHNY-26MAY23-B54.5,2026-05-22T21:00:00Z,1919.0,2026-05-24T04:59:00Z,between,54.0,55.0,54° to 55°,0.1,0.11,0.89,0.9,0.11,0.08,0.04,0.12,301.03,636.08,true,no,57.0,57.0,false,false,true,true
KXHIGHNY,NY,KNYC,2026-05-23,KXHIGHNY-26MAY23,KXHIGHNY-26MAY23-B54.5,2026-05-22T22:00:00Z,1859.0,2026-05-24T04:59:00Z,between,54.0,55.0,54° to 55°,0.11,0.13,0.87,0.89,0.12,0.1211,0.1,0.14,478.09,1026.47,true,no,57.0,57.0,false,false,true,true
KXHIGHNY,NY,KNYC,2026-05-23,KXHIGHNY-26MAY23,KXHIGHNY-26MAY23-B54.5,2026-05-22T23:00:00Z,1799.0,2026-05-24T04:59:00Z,between,54.0,55.0,54° to 55°,0.12,0.13,0.87,0.88,0.13,0.1283,0.09,0.14,85.13,1100.97,true,no,57.0,57.0,false,false,true,true
KXHIGHNY,NY,KNYC,2026-05-23,KXHIGHNY-26MAY23,KXHIGHNY-26MAY23-B54.5,2026-05-23T00:00:00Z,1739.0,2026-05-24T04:59:00Z,between,54.0,55.0,54° to 55°,0.1,0.11,0.89,0.9,0.11,0.1183,0.1,0.13,201.05,1208.6,true,no,57.0,57.0,false,false,true,true
KXHIGHNY,NY,KNYC,2026-05-23,KXHIGHNY-26MAY23,KXHIGHNY-26MAY23-B54.5,2026-05-23T01:00:00Z,1679.0,2026-05-24T04:59:00Z,between,54.0,55.0,54° to 55°,0.05,0.06,0.94,0.95,0.08,0.089,0.05,0.11,1578.49,1869.52,true,no,57.0,57.0,false,false,true,true
KXHIGHNY,NY,KNYC,2026-05-23,KXHIGHNY-26MAY23,KXHIGHNY-26MAY23-B54.5,2026-05-23T02:00:00Z,1619.0,2026-05-24T04:59:00Z,between,54.0,55.0,54° to 55°,0.03,0.05,0.95,0.97,0.03,0.0364,0.02,0.06,752.8,2463.21,true,no,57.0,57.0,false,false,true,true
KXHIGHNY,NY,KNYC,2026-05-23,KXHIGHNY-26MAY23,KXHIGHNY-26MAY23-B54.5,2026-05-23T03:00:00Z,1559.0,2026-05-24T04:59:00Z,between,54.0,55.0,54° to 55°,0.02,0.03,0.97,0.98,0.03,0.0382,0.02,0.05,202.5,2497.28,true,no,57.0,57.0,false,false,true,true
KXHIGHNY,NY,KNYC,2026-05-23,KXHIGHNY-26MAY23,KXHIGHNY-26MAY23-B54.5,2026-05-23T04:00:00Z,1499.0,2026-05-24T04:59:00Z,between,54.0,55.0,54° to 55°,0.04,0.05,0.95,0.96,0.03,0.0515,0.02,0.08,263.01,2547.1,true,no,57.0,57.0,false,false,true,true
KXHIGHNY,NY,KNYC,2026-05-23,KXHIGHNY-26MAY23,KXHIGHNY-26MAY23-B54.5,2026-05-23T05:00:00Z,1439.0,2026-05-24T04:59:00Z,between,54.0,55.0,54° to 55°,0.0,0.01,0.99,1.0,0.01,0.016,0.0,0.05,2373.3,4040.81,false,no,57.0,57.0,false,false,true,true
KXHIGHNY,NY,KNYC,2026-05-23,KXHIGHNY-26MAY23,KXHIGHNY-26MAY23-B54.5,2026-05-23T06:00:00Z,1379.0,2026-05-24T04:59:00Z,between,54.0,55.0,54° to 55°,0.0,0.01,0.99,1.0,0.01,0.01,0.0,0.01,102.51,4143.32,false,no,57.0,57.0,false,false,true,true
KXHIGHNY,NY,KNYC,2026-05-23,KXHIGHNY-26MAY23,KXHIGHNY-26MAY23-B54.5,2026-05-23T07:00:00Z,1319.0,2026-05-24T04:59:00Z,between,54.0,55.0,54° to 55°,0.0,0.01,0.99,1.0,0.01,0.01,0.0,0.01,95.75,4239.07,false,no,57.0,57.0,false,false,true,true
